"center_code_anon","source_key_type","source_key_value","center_name","ministry","first_year_be","last_year_be","record_count"
"SCH_G3_0185","user_code","7286024107","รร.ตชด.บ้านพันวาล","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0186","user_code","7286044106","รร.ตชด.บ้านห้วยเหมือง","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0187","user_code","7286054105","รร.ตชด.สิริราษฎร์","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0188","user_code","7286054108","รร.ตชด.บ้านสวนเพชร","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0189","user_code","7286064112","รร.ตชด.บ้านตะแบกงาม (ตันตระเธียรอุปถัมป์)","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0190","user_code","7290044303","รร.ตชด.เชิญ  พิศลยบุตร","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0191","user_code","7290044310","รร.ตชด.บ้านประกอบออก","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0192","user_code","7290064302","รร.ตชด.มหาราช 1","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0193","user_code","7290064304","รร.ตชด.บ้านสำนักเอาะ","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0194","user_code","7290064308","รร.ตชด.บ้านหาดทราย","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0195","user_code","7290104301","รร.ตชด.สื่อมวลชนกีฬา","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0196","user_code","7290104305","รร.ตชด.บ้านชายควน","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0197","user_code","7290104307","โรงเรียน ตชด.พลตำรวจเอกสมศักดิ์ แขวงโสภา(บ้านทุ่งสบายใจ)","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0198","user_code","7290104315","รร.ตชด.บ้านบาโรย","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0199","user_code","7290104316","รร.ตชด.พลเอกนวล-คุณหญิงบานชื่น จันทร์ตรี","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0200","user_code","7291034311","รร.ตชด.ยูงทองรัฐประชาสรรค์","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0201","user_code","7291034314","รร.ตชด.บ้านส้านแดง","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0202","user_code","7292044309","รร.ตชด.สันติราษฎร์ประชาบำรุง","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0203","user_code","7292044312","รร.ตชด.บ้านหินจอก","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0204","user_code","7293104313","รร.ตชด.บ้านควนตะแบก","สำนักงานตำรวจแห่งชาติ","2563","2568","6"
"SCH_G3_0205","user_code","7294054410","รร.ตชด.พีระยานุเคราะห์ฯ 4","สำนักงานตำรวจแห่งชาติ","2563","2566","2"
"SCH_G3_0206","user_code","7295014412","รร.ตชด.เฉลิมพระเกียรติ 50 พรรษาฯ","สำนักงานตำรวจแห่งชาติ","2563","2568","5"
"SCH_G3_0207","user_code","7295034413","ศกร.ตชด.บ้านภักดี","สำนักงานตำรวจแห่งชาติ","2563","2568","5"
"SCH_G3_0208","user_code","7295044401","รร.ตชด.สังวาลย์วิท 4","สำนักงานตำรวจแห่งชาติ","2563","2568","5"
"SCH_G3_0209","user_code","7295044403","รร.ตชด.นิคมพิทักษ์ราษฎร์","สำนักงานตำรวจแห่งชาติ","2563","2568","5"
"SCH_G3_0210","user_code","7295044404","รร.ตชด.บ้านปาโจแมเราะ","สำนักงานตำรวจแห่งชาติ","2563","2568","5"
"SCH_G3_0211","user_code","7295054402","รร.ตชด.โรงงานยาสูบ 2","สำนักงานตำรวจแห่งชาติ","2566","2568","3"
"SCH_G3_0212","user_code","7296064411","รร.ตชด.การท่าอากาศยานฯ","สำนักงานตำรวจแห่งชาติ","2563","2568","5"
"SCH_G3_0213","user_code","7296074407","รร.ตชด.บ้านตืองอช่างกลปทุมวันอนุสรณ์ 13","สำนักงานตำรวจแห่งชาติ","2563","2568","5"
"SCH_G3_0214","user_code","7296074408","รร.ตชด.บ้านละโอ","สำนักงานตำรวจแห่งชาติ","2563","2568","4"
"SCH_G3_0215","user_code","7296094409","รร.ตชด.บ้านลีนานนท์","สำนักงานตำรวจแห่งชาติ","2563","2568","5"
"SCH_G3_0216","user_code","7296124405","รร.ตชด.บ้านไอร์บือแต","สำนักงานตำรวจแห่งชาติ","2563","2568","5"
