"year","source_file","row_number_in_sheet","ministry","sub_agency_1","sub_agency_2","sub_agency_3","province","district","subdistrict","user_code","center_name","open_date","improvement_codes_raw","improvement_code_count","improvement_codes_mapped"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","160","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 41","","","","7284064111","รร.ตชด.บ้านยางโพรง","","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","161","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 41","","","","7284074110","รร.ตชด.บ้านกอเตย","16/05/2540","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","162","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 41","","","","7284164101","รร.ตชด.เทคนิคมีนบุรีอนุสรณ์ 1","06/07/2530","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","163","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 41","","","","7284164109","รร.ตชด.บ้านควนสามัคคี","01/07/2563","1.3.3,3.5.2ข","2","1.3.3,3.5.2"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","164","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 41","","","","7286024102","รร.ตชด.สันตินิมิตร","15/07/2546","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","165","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 41","","","","7286024107","รร.ตชด.บ้านพันวาล","17/05/2564","1.2.3","1","1.2.3"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","166","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 41","","","","7286044106","รร.ตชด.บ้านห้วยเหมือง","15/07/2531","3.1.3ข","1","3.1.3"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","167","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 41","","","","7286054105","รร.ตชด.สิริราษฎร์","01/02/2531","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","168","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 41","","","","7286054108","รร.ตชด.บ้านสวนเพชร","13/05/2532","1.3.3","1","1.3.3"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","169","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 41","","","","7286064112","รร.ตชด.บ้านตะแบกงาม (ตันตระเธียรอุปถัมป์)","14/03/2565","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","170","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7290044303","รร.ตชด.เชิญ  พิศลยบุตร","20/02/2568","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","171","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7290044310","รร.ตชด.บ้านประกอบออก","29/06/2529","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","172","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7290064302","รร.ตชด.มหาราช 1","16/05/2566","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","173","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7290064304","รร.ตชด.บ้านสำนักเอาะ","18/06/2518","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","174","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7290064308","รร.ตชด.บ้านหาดทราย","26/05/2526","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","175","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7290104301","รร.ตชด.สื่อมวลชนกีฬา","12/10/2502","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","176","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7290104305","รร.ตชด.บ้านชายควน","","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","177","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7290104307","โรงเรียน ตชด.พลตำรวจเอกสมศักดิ์ แขวงโสภา(บ้านทุ่งสบายใจ)","25/03/2568","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","178","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7290104315","รร.ตชด.บ้านบาโรย","09/11/2541","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","179","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7290104316","รร.ตชด.พลเอกนวล-คุณหญิงบานชื่น จันทร์ตรี","17/05/2553","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","180","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7291034311","รร.ตชด.ยูงทองรัฐประชาสรรค์","16/05/2568","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","181","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7291034314","รร.ตชด.บ้านส้านแดง","","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","182","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7292044309","รร.ตชด.สันติราษฎร์ประชาบำรุง","14/06/2528","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","183","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7292044312","รร.ตชด.บ้านหินจอก","05/05/2531","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","184","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 43","","","","7293104313","รร.ตชด.บ้านควนตะแบก","14/02/2533","1.2.3","1","1.2.3"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","185","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 44","","","","7294054410","รร.ตชด.พีระยานุเคราะห์ฯ 4","28/09/2538","","0",""
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","186","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 44","","","","7295014412","รร.ตชด.เฉลิมพระเกียรติ 50 พรรษาฯ","14/06/2564","1.2.3","1","1.2.3"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","187","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 44","","","","7295034413","ศกร.ตชด.บ้านภักดี","18/05/2558","1.2.3","1","1.2.3"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","188","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 44","","","","7295044401","รร.ตชด.สังวาลย์วิท 4","16/05/2510","1.2.3","1","1.2.3"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","189","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 44","","","","7295044403","รร.ตชด.นิคมพิทักษ์ราษฎร์","08/07/2564","3.1.3ข","1","3.1.3"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","190","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 44","","","","7295044404","รร.ตชด.บ้านปาโจแมเราะ","01/06/2531","1.2.3,3.3.1ข,3.3.2ข,3.4.3ข,3.5.1ข,3.5.2ข,3.5.3ข,3.5.4ข,3.5.5ข,3.6.1ข,3.6.2ข,3.6.3ข,3.6.4ข","13","1.2.3,3.3.1,3.3.2,3.4.3,3.5.1,3.5.2,3.5.3,3.5.4,3.5.5,3.6.1,3.6.2,3.6.3,3.6.4"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","191","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 44","","","","7296064411","รร.ตชด.การท่าอากาศยานฯ","16/05/2543","3.1.1ข,3.1.3ข,3.4.1ข,3.4.3ข,3.6.1ข,3.6.2ข,3.6.4ข","7","3.1.1,3.1.3,3.4.1,3.4.3,3.6.1,3.6.2,3.6.4"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","192","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 44","","","","7296074407","รร.ตชด.บ้านตืองอช่างกลปทุมวันอนุสรณ์ 13","15/07/2534","1.2.3,1.3.5,3.1.1ข,3.1.2ข,3.5.3ข,3.5.4ข,3.6.1ข","7","1.2.3,1.3.5,3.1.1,3.1.2,3.5.3,3.5.4,3.6.1"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","193","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 44","","","","7296074408","รร.ตชด.บ้านละโอ","16/05/2536","1.1.1,1.1.2,1.1.3,1.2.1,1.2.2,1.2.3,1.2.4,1.3.1,1.3.2,1.3.3,1.3.4,1.3.5,1.3.6,1.3.7,1.3.8,1.4.1,1.4.2,1.4.3,1.4.4,1.4.5,1.4.6,1.4.7,1.5.1,1.5.2,1.5.3,1.5.4,2.1.1,2.1.2,2.1.3,2.1.4,2.1.5,2.2.1,2.2.2,2.2.3,2.2.4,2.2.5,2.3.1,2.3.2,2.3.3,2.3.4,2.3.5,2.4.1,2.4","43","1.1.1,1.1.2,1.1.3,1.2.1,1.2.2,1.2.3,1.2.4,1.3.1,1.3.2,1.3.3,1.3.4,1.3.5,1.3.6,1.3.7,1.3.8,1.4.1,1.4.2,1.4.3,1.4.4,1.4.5,1.4.6,1.4.7,1.5.1,1.5.2,1.5.3,1.5.4,2.1.1,2.1.2,2.1.3,2.1.4,2.1.5,2.2.1,2.2.2,2.2.3,2.2.4,2.2.5,2.3.1,2.3.2,2.3.3,2.3.4,2.3.5,2.4.1"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","194","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 44","","","","7296094409","รร.ตชด.บ้านลีนานนท์","18/06/2536","1.2.3","1","1.2.3"
"2563","7. 2563 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","195","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 4","กองกำกับการตำรวจตระเวนชายแดนที่ 44","","","","7296124405","รร.ตชด.บ้านไอร์บือแต","13/06/2533","3.1.3ข","1","3.1.3"
"2564","8. 2564 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","3","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 1","กองกำกับการตำรวจตระเวนชายแดนที่ 11","","","","7222081108","รร.ตชด.บ้านคลองแดง","16/05/2545","","0",""
"2564","8. 2564 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","4","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 1","กองกำกับการตำรวจตระเวนชายแดนที่ 11","","","","7223011106","รร.ตชด.บ้านท่ากุ่ม","01/11/2536","","0",""
"2564","8. 2564 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","5","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 1","กองกำกับการตำรวจตระเวนชายแดนที่ 11","","","","7223031107","รร.ตชด.บ้านเขาฉลาด","16/05/2542","","0",""
"2564","8. 2564 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","6","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 1","กองกำกับการตำรวจตระเวนชายแดนที่ 12","","","","7224081210","รร.ตชด.บ้านนายาว","12/07/2564","1.1.1,1.1.2,1.1.3,1.2.1,1.2.2,1.2.3,1.2.4,1.3.1,1.3.2,1.3.3,1.3.4,1.3.5,1.3.6,1.3.7,1.3.8,1.4.1,1.4.2,1.4.3,1.4.4,1.4.5,1.4.6,1.4.7,1.5.1,1.5.2,1.5.3,1.5.4,2.1.1,2.1.2,2.1.3,2.1.4,2.1.5,2.2.1,2.2.2,2.2.3,2.2.4,2.2.5,2.3.1,2.3.2,2.3.3,2.3.4,2.3.5,2.4.1,2.4.2,2.4.3,2.5.1,2.5.2,3.1.1ข,3.1.2ข,3.1.3ข,3.2.1ข,3.3.1ข,3.3.2ข,3.4.1ข,3.4.2ข,3.4.3ข,3.5.1ข,3.5.2ข,3.5.3ข,3.5.4ข,3.5.5ข,3.6.1ข,3.6.2ข,3.6.3ข,3.6.4ข,3.7.1ข,3.7.2ข,3.7.3ข,3.7.4ข","68","1.1.1,1.1.2,1.1.3,1.2.1,1.2.2,1.2.3,1.2.4,1.3.1,1.3.2,1.3.3,1.3.4,1.3.5,1.3.6,1.3.7,1.3.8,1.4.1,1.4.2,1.4.3,1.4.4,1.4.5,1.4.6,1.4.7,1.5.1,1.5.2,1.5.3,1.5.4,2.1.1,2.1.2,2.1.3,2.1.4,2.1.5,2.2.1,2.2.2,2.2.3,2.2.4,2.2.5,2.3.1,2.3.2,2.3.3,2.3.4,2.3.5,2.4.1,2.4.2,2.4.3,2.5.1,2.5.2,3.1.1,3.1.2,3.1.3,3.2.1,3.3.1,3.3.2,3.4.1,3.4.2,3.4.3,3.5.1,3.5.2,3.5.3,3.5.4,3.5.5,3.6.1,3.6.2,3.6.3,3.6.4,3.7.1,3.7.2,3.7.3,3.7.4"
"2564","8. 2564 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","7","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 1","กองกำกับการตำรวจตระเวนชายแดนที่ 12","","","","7227041208","รร.ตชด.บ้านคลองตะเคียนชัย","","","0",""
"2564","8. 2564 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","8","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 1","กองกำกับการตำรวจตระเวนชายแดนที่ 12","","","","7227061201","รร.ตชด.บ้านเขาสารภี","27/10/2513","","0",""
"2564","8. 2564 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","9","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 1","กองกำกับการตำรวจตระเวนชายแดนที่ 12","","","","7227061206","รร.ตชด.ประชารัฐบำรุง 1","03/06/2568","","0",""
"2564","8. 2564 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","10","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 1","กองกำกับการตำรวจตระเวนชายแดนที่ 12","","","","7227071209","รร.ตชด.บ้านน้ำอ้อม","09/02/2525","","0",""
"2564","8. 2564 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","11","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 1","กองกำกับการตำรวจตระเวนชายแดนที่ 12","","","","7227091203","รร.ตชด.วังศรีทอง","","","0",""
"2564","8. 2564 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","12","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 1","กองกำกับการตำรวจตระเวนชายแดนที่ 12","","","","7227091212","รร.ตชด.พีระยานุเคราะห์ฯ 1","01/06/2538","","0",""
"2564","8. 2564 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","13","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 2","กองกำกับการตำรวจตระเวนชายแดนที่ 21","","","","7232052103","รร.ตชด.พีระยานุเคราะห์ฯ 2","","1.2.3,2.1.5","2","1.2.3,2.1.5"
